,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
1045,Online,WARE-UHY1004,7/19/2018,9/30/2018,10/3/2018,13,215,4,0.075,"2,457.02","5,118.80",3 days
1046,Online,WARE-UHY1004,4/10/2018,9/30/2018,10/3/2018,12,243,2,0.1,753.21,978.2,3 days
1047,In-Store,WARE-UHY1004,7/19/2018,9/30/2018,10/4/2018,11,215,3,0.05,554.76,770.5,4 days
1048,In-Store,WARE-XYS1001,4/10/2018,9/30/2018,10/16/2018,12,22,8,0.075,759.78,"1,085.40",16 days
1049,In-Store,WARE-PUJ1005,7/19/2018,9/30/2018,10/20/2018,10,309,5,0.05,795.96,"1,989.90",20 days
1050,In-Store,WARE-XYS1001,7/19/2018,9/30/2018,10/17/2018,10,22,4,0.05,"2,180.85","2,907.80",17 days
1051,Wholesale,WARE-XYS1001,4/10/2018,9/30/2018,10/9/2018,28,56,8,0.075,886.01,"1,165.80",9 days
1052,Online,WARE-NMK1003,7/19/2018,9/30/2018,10/19/2018,14,116,4,0.075,"4,343.48","5,715.10",19 days
1053,Online,WARE-NMK1003,7/19/2018,9/30/2018,10/22/2018,15,160,7,0.1,"1,254.37","1,695.10",22 days
1054,Distributor,WARE-NMK1003,7/19/2018,10/1/2018,10/10/2018,21,156,1,0.2,643.87,"1,038.50",9 days
1055,In-Store,WARE-PUJ1005,7/19/2018,10/1/2018,10/7/2018,4,315,7,0.05,"2,778.62","5,788.80",6 days
1056,Online,WARE-XYS1001,7/19/2018,10/1/2018,10/21/2018,12,21,2,0.15,"1,118.90","2,237.80",20 days
1057,Wholesale,WARE-MKL1006,7/19/2018,10/1/2018,10/26/2018,25,330,7,0.15,871.87,"1,132.30",25 days
1058,In-Store,WARE-NMK1003,7/19/2018,10/1/2018,10/15/2018,10,89,4,0.05,552.48,891.1,14 days
1059,Online,WARE-XYS1001,4/10/2018,10/1/2018,10/15/2018,16,20,4,0.05,"3,055.20","3,819.00",14 days
1060,Distributor,WARE-PUJ1005,7/19/2018,10/2/2018,10/10/2018,21,287,6,0.15,702.7,"1,232.80",8 days
1061,Online,WARE-XYS1001,7/19/2018,10/2/2018,10/5/2018,12,14,3,0.075,"2,532.60","6,331.50",3 days
1062,Online,WARE-XYS1001,7/19/2018,10/2/2018,10/15/2018,13,51,6,0.1,431.41,917.9,13 days
1063,Online,WARE-UHY1004,7/19/2018,10/2/2018,10/28/2018,14,246,4,0.05,639.98,"1,333.30",26 days
1064,Online,WARE-NMK1003,7/19/2018,10/2/2018,10/18/2018,15,97,4,0.15,"3,444.34","5,467.20",16 days
1065,Online,WARE-PUJ1005,7/19/2018,10/2/2018,10/17/2018,15,310,3,0.1,"3,950.32","5,896.00",15 days
1066,In-Store,WARE-NBV1002,4/10/2018,10/2/2018,10/8/2018,5,78,1,0.2,"1,212.03","1,809.00",6 days
1067,Online,WARE-NBV1002,7/19/2018,10/2/2018,10/25/2018,15,84,4,0.075,722.93,"1,112.20",23 days
1068,Distributor,WARE-NMK1003,7/19/2018,10/3/2018,10/24/2018,25,186,4,0.05,"1,782.20","2,546.00",21 days
1069,In-Store,WARE-UHY1004,7/19/2018,10/3/2018,10/26/2018,10,228,8,0.05,774.52,"1,139.00",23 days
1070,In-Store,WARE-UHY1004,7/19/2018,10/3/2018,10/19/2018,8,223,2,0.05,"2,362.29","3,872.60",16 days
1071,Online,WARE-XYS1001,4/10/2018,10/3/2018,10/22/2018,18,37,8,0.15,809.23,"1,326.60",19 days
1072,Distributor,WARE-MKL1006,7/19/2018,10/3/2018,10/20/2018,21,347,4,0.1,"1,793.39","2,525.90",17 days
1073,Online,WARE-NMK1003,4/10/2018,10/3/2018,10/13/2018,19,141,4,0.15,564.01,924.6,10 days
1074,Distributor,WARE-NMK1003,7/19/2018,10/3/2018,10/14/2018,24,128,5,0.05,146.33,261.3,11 days
1075,Online,WARE-XYS1001,7/19/2018,10/4/2018,10/29/2018,12,15,6,0.1,161.81,234.5,25 days
1076,Distributor,WARE-PUJ1005,7/19/2018,10/4/2018,10/12/2018,25,327,8,0.05,"4,273.80","5,775.40",8 days
1077,Online,WARE-NMK1003,7/19/2018,10/4/2018,10/23/2018,20,182,6,0.05,"2,812.33","3,852.50",19 days
1078,Online,WARE-NMK1003,7/19/2018,10/4/2018,10/10/2018,18,150,4,0.05,585.31,"1,045.20",6 days
1079,Wholesale,WARE-MKL1006,7/19/2018,10/4/2018,10/12/2018,27,342,2,0.15,535.87,864.3,8 days
1080,In-Store,WARE-NMK1003,7/19/2018,10/4/2018,10/13/2018,7,93,5,0.05,"2,124.30","2,559.40",9 days
1081,In-Store,WARE-UHY1004,7/19/2018,10/5/2018,10/29/2018,9,204,6,0.1,999.91,"1,922.90",24 days
1082,In-Store,WARE-XYS1001,7/19/2018,10/5/2018,10/25/2018,6,17,8,0.075,"2,865.46","3,979.80",20 days
1083,In-Store,WARE-PUJ1005,7/19/2018,10/5/2018,10/16/2018,7,299,6,0.1,706.78,917.9,11 days
1084,In-Store,WARE-NMK1003,4/10/2018,10/5/2018,10/10/2018,8,173,1,0.075,"1,652.22","3,671.60",5 days
1085,Online,WARE-NMK1003,7/19/2018,10/5/2018,10/17/2018,14,201,6,0.2,651.78,"1,018.40",12 days
1086,Wholesale,WARE-NMK1003,7/19/2018,10/6/2018,10/22/2018,25,139,3,0.15,831,"1,051.90",16 days
1087,Online,WARE-XYS1001,7/19/2018,10/6/2018,10/27/2018,19,54,4,0.3,789.33,"1,025.10",21 days
1088,Wholesale,WARE-PUJ1005,7/19/2018,10/6/2018,10/31/2018,26,270,2,0.05,83.55,194.3,25 days
1089,In-Store,WARE-NBV1002,4/10/2018,10/6/2018,10/11/2018,4,81,2,0.075,"1,836.87","3,993.20",5 days
1090,In-Store,WARE-NBV1002,7/19/2018,10/6/2018,10/24/2018,12,78,5,0.05,"4,175.78","5,567.70",18 days
1091,In-Store,WARE-NMK1003,4/10/2018,10/6/2018,10/8/2018,1,119,8,0.05,500.69,"1,065.30",2 days
1092,Online,WARE-NMK1003,7/19/2018,10/6/2018,10/28/2018,14,156,5,0.075,911.2,"1,072.00",22 days
1093,Wholesale,WARE-PUJ1005,4/10/2018,10/6/2018,10/20/2018,25,273,1,0.1,154.37,214.4,14 days
1094,In-Store,WARE-XYS1001,7/19/2018,10/7/2018,11/4/2018,4,44,2,0.1,"2,913.90","5,112.10",28 days
1095,In-Store,WARE-NMK1003,7/19/2018,10/7/2018,10/24/2018,7,160,7,0.1,615.06,904.5,17 days
1096,Wholesale,WARE-PUJ1005,7/19/2018,10/7/2018,10/25/2018,26,303,4,0.15,"1,952.92","2,324.90",18 days
1097,In-Store,WARE-UHY1004,4/10/2018,10/7/2018,10/21/2018,11,211,8,0.075,"3,314.36","3,993.20",14 days
1098,Online,WARE-PUJ1005,7/19/2018,10/7/2018,10/25/2018,12,283,3,0.15,594.56,"1,025.10",18 days
1099,In-Store,WARE-NMK1003,7/19/2018,10/7/2018,10/24/2018,7,108,1,0.05,888.42,"1,306.50",17 days
1100,In-Store,WARE-XYS1001,7/19/2018,10/7/2018,10/28/2018,12,26,5,0.1,101.84,254.6,21 days
1101,Online,WARE-UHY1004,7/19/2018,10/7/2018,10/25/2018,20,229,2,0.05,"1,573.76","1,896.10",18 days
1102,In-Store,WARE-NMK1003,7/19/2018,10/8/2018,10/21/2018,11,185,3,0.075,571.64,"1,058.60",13 days
1103,Wholesale,WARE-UHY1004,7/19/2018,10/8/2018,10/28/2018,26,253,1,0.05,"2,130.60","4,020.00",20 days
1104,In-Store,WARE-NMK1003,4/10/2018,10/8/2018,10/31/2018,2,130,5,0.2,861.42,"2,003.30",23 days
1105,In-Store,WARE-UHY1004,4/10/2018,10/8/2018,10/12/2018,3,233,6,0.075,"4,029.25","5,165.70",4 days
1106,Online,WARE-NBV1002,7/19/2018,10/8/2018,10/16/2018,17,59,6,0.3,"3,601.92","5,145.60",8 days
1107,Online,WARE-MKL1006,7/19/2018,10/8/2018,10/28/2018,14,333,4,0.2,"1,277.96","1,936.30",20 days
1108,Wholesale,WARE-NMK1003,7/19/2018,10/9/2018,10/30/2018,26,136,7,0.075,114.97,174.2,21 days
1109,Distributor,WARE-PUJ1005,7/19/2018,10/9/2018,10/27/2018,24,300,1,0.05,"1,071.73","1,728.60",18 days
1110,In-Store,WARE-NBV1002,7/19/2018,10/9/2018,10/12/2018,10,61,5,0.15,"1,121.58","1,809.00",3 days
1111,In-Store,WARE-NMK1003,7/19/2018,10/9/2018,10/16/2018,5,184,7,0.075,"2,673.30","3,517.50",7 days
1112,In-Store,WARE-XYS1001,7/19/2018,10/9/2018,10/12/2018,9,13,5,0.075,"2,154.52","2,659.90",3 days
1113,Online,WARE-PUJ1005,7/19/2018,10/9/2018,10/11/2018,20,275,3,0.1,"1,716.74","2,351.70",2 days
1114,In-Store,WARE-PUJ1005,7/19/2018,10/10/2018,10/23/2018,1,309,5,0.075,94.07,180.9,13 days
1115,Distributor,WARE-NMK1003,7/19/2018,10/10/2018,11/7/2018,24,109,3,0.075,581.83,"1,118.90",28 days
1116,In-Store,WARE-NMK1003,7/19/2018,10/10/2018,10/26/2018,9,155,3,0.15,"1,185.90","2,010.00",16 days
1117,Wholesale,WARE-NMK1003,7/19/2018,10/10/2018,10/28/2018,27,189,5,0.05,795.96,"1,206.00",18 days
1118,Distributor,WARE-XYS1001,7/19/2018,10/10/2018,11/5/2018,22,2,1,0.05,130.25,180.9,26 days
1119,In-Store,WARE-UHY1004,7/19/2018,10/11/2018,10/24/2018,8,245,1,0.075,"2,059.58","3,886.00",13 days
1120,Online,WARE-MKL1006,7/19/2018,10/11/2018,11/2/2018,13,359,3,0.075,"4,293.76","6,505.70",22 days
1121,Online,WARE-XYS1001,7/19/2018,10/11/2018,10/24/2018,16,35,3,0.05,820.48,"1,051.90",13 days
1122,In-Store,WARE-PUJ1005,7/19/2018,10/11/2018,11/5/2018,7,287,4,0.05,524.21,"1,092.10",25 days
1123,In-Store,WARE-XYS1001,7/19/2018,10/11/2018,10/17/2018,10,17,4,0.15,"1,370.82","2,492.40",6 days
1124,Distributor,WARE-MKL1006,4/10/2018,10/11/2018,11/5/2018,24,355,6,0.075,"1,868.50","3,892.70",25 days
1125,Distributor,WARE-MKL1006,7/19/2018,10/12/2018,10/21/2018,20,367,7,0.4,"2,079.81","2,505.80",9 days
1126,Wholesale,WARE-UHY1004,7/19/2018,10/12/2018,10/28/2018,27,253,8,0.1,395.57,824.1,16 days
1127,Distributor,WARE-UHY1004,7/19/2018,10/12/2018,10/27/2018,21,253,8,0.05,441.66,690.1,15 days
1128,In-Store,WARE-NBV1002,7/19/2018,10/12/2018,11/6/2018,10,66,5,0.2,"1,206.20","2,365.10",25 days
1129,In-Store,WARE-NBV1002,7/19/2018,10/12/2018,11/1/2018,11,65,8,0.3,460.96,"1,072.00",20 days
1130,Online,WARE-MKL1006,7/19/2018,10/12/2018,10/17/2018,15,355,3,0.075,468.73,"1,065.30",5 days
1131,Online,WARE-UHY1004,7/19/2018,10/12/2018,10/19/2018,18,256,7,0.1,"1,396.55","2,586.20",7 days
1132,In-Store,WARE-PUJ1005,7/19/2018,10/13/2018,10/25/2018,6,325,2,0.05,151.62,207.7,12 days
1133,Online,WARE-XYS1001,7/19/2018,10/13/2018,10/16/2018,15,47,5,0.075,"2,283.76","4,006.60",3 days
1134,In-Store,WARE-XYS1001,7/19/2018,10/13/2018,10/20/2018,10,56,6,0.15,"1,095.85","2,331.60",7 days
1135,Distributor,WARE-NMK1003,7/19/2018,10/13/2018,10/24/2018,24,100,7,0.3,600.86,"1,018.40",11 days
1136,Online,WARE-XYS1001,7/19/2018,10/13/2018,11/2/2018,19,12,3,0.2,"4,108.44","5,628.00",20 days
1137,Distributor,WARE-NMK1003,7/19/2018,10/13/2018,11/7/2018,24,119,3,0.2,"1,782.20","2,546.00",25 days
1138,Online,WARE-MKL1006,7/19/2018,10/13/2018,10/24/2018,14,331,5,0.075,668.93,857.6,11 days
1139,In-Store,WARE-NMK1003,7/19/2018,10/14/2018,11/7/2018,8,88,7,0.075,"1,757.75","3,906.10",24 days
1140,In-Store,WARE-UHY1004,7/19/2018,10/14/2018,11/3/2018,3,258,8,0.05,783.9,"1,005.00",20 days
1141,Distributor,WARE-PUJ1005,7/19/2018,10/14/2018,11/8/2018,24,305,4,0.05,388.33,844.2,25 days
1142,Distributor,WARE-XYS1001,7/19/2018,10/14/2018,10/21/2018,25,32,3,0.075,515.9,"1,031.80",7 days
1143,In-Store,WARE-PUJ1005,7/19/2018,10/15/2018,10/17/2018,6,301,2,0.05,591.74,924.6,2 days
1144,In-Store,WARE-PUJ1005,7/19/2018,10/15/2018,10/22/2018,7,299,6,0.075,825.44,"1,072.00",7 days
1145,Wholesale,WARE-NBV1002,7/19/2018,10/15/2018,10/22/2018,26,75,5,0.15,172.46,261.3,7 days
1146,Online,WARE-XYS1001,7/19/2018,10/15/2018,10/20/2018,18,39,4,0.05,894.85,"1,065.30",5 days
1147,In-Store,WARE-UHY1004,7/19/2018,10/15/2018,11/6/2018,12,229,5,0.15,"1,254.24","1,929.60",22 days
1148,Online,WARE-XYS1001,7/19/2018,10/15/2018,10/31/2018,18,28,3,0.1,"3,494.72","5,460.50",16 days
1149,Distributor,WARE-UHY1004,7/19/2018,10/15/2018,10/26/2018,24,229,1,0.05,"1,180.21","1,815.70",11 days
1150,Online,WARE-NMK1003,7/19/2018,10/15/2018,11/5/2018,18,170,6,0.2,387.33,944.7,21 days
1151,In-Store,WARE-MKL1006,4/10/2018,10/15/2018,10/31/2018,3,347,7,0.05,553.09,850.9,16 days
1152,Online,WARE-NBV1002,7/19/2018,10/15/2018,11/1/2018,15,71,5,0.075,174.47,207.7,17 days
1153,Online,WARE-NMK1003,7/19/2018,10/15/2018,11/10/2018,14,110,5,0.1,823.97,"1,916.20",26 days
1154,Online,WARE-UHY1004,7/19/2018,10/16/2018,11/12/2018,19,223,2,0.1,963.59,"1,889.40",27 days
1155,In-Store,WARE-NMK1003,7/19/2018,10/16/2018,10/19/2018,6,91,3,0.075,185.72,241.2,3 days
1156,Distributor,WARE-NMK1003,7/19/2018,10/16/2018,11/2/2018,24,115,6,0.075,"4,392.12","6,016.60",17 days
1157,Distributor,WARE-XYS1001,7/19/2018,10/16/2018,11/1/2018,23,35,3,0.075,621.76,"1,072.00",16 days
1158,In-Store,WARE-XYS1001,7/19/2018,10/16/2018,11/6/2018,8,2,4,0.15,"2,601.48","3,825.70",21 days
1159,In-Store,WARE-MKL1006,7/19/2018,10/17/2018,11/9/2018,3,352,6,0.05,"2,166.78","2,814.00",23 days
1160,In-Store,WARE-PUJ1005,7/19/2018,10/17/2018,10/23/2018,10,270,8,0.05,"1,807.59","2,619.70",6 days
1161,Wholesale,WARE-NMK1003,7/19/2018,10/17/2018,10/19/2018,26,157,7,0.3,525.88,"1,118.90",2 days
1162,In-Store,WARE-NMK1003,7/19/2018,10/17/2018,10/28/2018,8,169,2,0.05,514.56,"1,072.00",11 days
1163,In-Store,WARE-NMK1003,7/19/2018,10/17/2018,10/25/2018,9,169,2,0.05,"1,617.98","3,946.30",8 days
1164,In-Store,WARE-PUJ1005,7/19/2018,10/17/2018,11/1/2018,9,315,7,0.05,166.43,241.2,15 days
1165,Online,WARE-NMK1003,7/19/2018,10/18/2018,11/11/2018,19,151,2,0.05,156.78,241.2,24 days
1166,Online,WARE-UHY1004,7/19/2018,10/18/2018,10/24/2018,13,260,8,0.4,854.25,"1,005.00",6 days
1167,Online,WARE-NMK1003,7/19/2018,10/18/2018,11/7/2018,18,139,1,0.1,178.22,234.5,20 days
1168,In-Store,WARE-NMK1003,7/19/2018,10/18/2018,11/1/2018,4,142,4,0.15,741.69,904.5,14 days
1169,In-Store,WARE-NMK1003,7/19/2018,10/18/2018,11/10/2018,10,88,6,0.15,477.58,"1,085.40",23 days
1170,In-Store,WARE-NBV1002,7/19/2018,10/18/2018,10/23/2018,11,84,5,0.15,600.86,"1,018.40",5 days
1171,In-Store,WARE-XYS1001,7/19/2018,10/18/2018,10/23/2018,11,26,4,0.15,180.3,261.3,5 days
1172,Online,WARE-PUJ1005,7/19/2018,10/18/2018,11/14/2018,13,291,5,0.075,"2,166.78","3,939.60",27 days
1173,Online,WARE-PUJ1005,7/19/2018,10/18/2018,11/14/2018,15,302,4,0.075,"3,364.41","6,117.10",27 days
1174,Online,WARE-NMK1003,7/19/2018,10/18/2018,11/7/2018,15,122,2,0.05,"1,207.34","1,775.50",20 days
1175,In-Store,WARE-NMK1003,7/19/2018,10/18/2018,10/21/2018,6,155,2,0.075,683.4,"1,005.00",3 days
1176,Online,WARE-MKL1006,7/19/2018,10/19/2018,11/14/2018,13,365,8,0.05,985.24,"1,159.10",26 days
1177,In-Store,WARE-UHY1004,7/19/2018,10/19/2018,10/31/2018,10,257,7,0.075,200.2,241.2,12 days
1178,Distributor,WARE-NMK1003,7/19/2018,10/19/2018,10/27/2018,21,181,7,0.05,"3,264.91","5,936.20",8 days
1179,Online,WARE-PUJ1005,7/19/2018,10/19/2018,11/11/2018,18,306,6,0.075,391.15,931.3,23 days
1180,In-Store,WARE-NMK1003,7/19/2018,10/19/2018,11/7/2018,7,125,4,0.05,623.9,"1,299.80",19 days
1181,In-Store,WARE-XYS1001,7/19/2018,10/19/2018,11/14/2018,1,56,2,0.05,"2,364.30","5,373.40",26 days
1182,Distributor,WARE-MKL1006,7/19/2018,10/19/2018,11/1/2018,23,333,2,0.3,"1,801.76","2,224.40",13 days
1183,In-Store,WARE-NMK1003,7/19/2018,10/20/2018,11/17/2018,9,188,5,0.075,"1,684.18","2,673.30",28 days
1184,Distributor,WARE-PUJ1005,7/19/2018,10/20/2018,10/27/2018,21,290,6,0.1,"2,559.94","3,999.90",7 days
1185,Online,WARE-UHY1004,7/19/2018,10/20/2018,11/8/2018,12,226,2,0.05,"3,268.93","3,845.80",19 days
1186,Online,WARE-NMK1003,7/19/2018,10/20/2018,10/22/2018,13,127,2,0.15,"1,433.13","2,311.50",2 days
1187,In-Store,WARE-MKL1006,7/19/2018,10/20/2018,11/16/2018,8,354,3,0.15,444.88,"1,112.20",27 days
1188,Online,WARE-NMK1003,7/19/2018,10/20/2018,11/11/2018,16,137,8,0.05,588.13,"1,031.80",22 days
1189,In-Store,WARE-NMK1003,7/19/2018,10/20/2018,10/26/2018,2,112,4,0.3,650.5,891.1,6 days
1190,In-Store,WARE-NBV1002,7/19/2018,10/20/2018,10/26/2018,9,81,4,0.1,"4,394.66","6,103.70",6 days
1191,Online,WARE-PUJ1005,7/19/2018,10/21/2018,11/7/2018,16,285,3,0.1,"3,217.61","5,547.60",17 days
1192,Online,WARE-PUJ1005,7/19/2018,10/21/2018,11/14/2018,13,329,3,0.05,396.37,683.4,24 days
1193,In-Store,WARE-XYS1001,7/19/2018,10/21/2018,11/11/2018,11,42,6,0.15,"2,782.18","5,058.50",21 days
1194,Online,WARE-MKL1006,7/19/2018,10/21/2018,11/10/2018,13,332,8,0.075,"1,217.99","2,485.70",20 days
1195,Wholesale,WARE-UHY1004,7/19/2018,10/21/2018,10/24/2018,28,229,8,0.075,"2,907.26","6,056.80",3 days
1196,Distributor,WARE-PUJ1005,7/19/2018,10/21/2018,10/31/2018,21,327,8,0.1,"2,367.78","3,819.00",10 days
1197,In-Store,WARE-PUJ1005,7/19/2018,10/21/2018,11/1/2018,4,278,6,0.1,437.64,951.4,11 days
1198,Wholesale,WARE-NMK1003,7/19/2018,10/21/2018,10/24/2018,28,121,6,0.2,926.28,"1,172.50",3 days
1199,In-Store,WARE-NMK1003,7/19/2018,10/21/2018,11/16/2018,10,198,8,0.05,"1,396.55","2,586.20",26 days
1200,Wholesale,WARE-PUJ1005,7/19/2018,10/22/2018,10/30/2018,26,303,1,0.15,194.64,234.5,8 days
1201,In-Store,WARE-XYS1001,7/19/2018,10/22/2018,11/17/2018,1,57,2,0.075,632.08,"1,192.60",26 days
1202,Wholesale,WARE-PUJ1005,7/19/2018,10/22/2018,11/11/2018,28,292,6,0.15,"2,697.09","3,249.50",20 days
1203,Online,WARE-NMK1003,7/19/2018,10/22/2018,11/7/2018,15,158,7,0.3,"3,757.29","5,607.90",16 days
1204,In-Store,WARE-NMK1003,7/19/2018,10/22/2018,11/7/2018,1,200,1,0.1,868.05,"1,098.80",16 days
1205,Distributor,WARE-XYS1001,7/19/2018,10/22/2018,11/5/2018,24,27,7,0.1,"1,394.14","1,936.30",14 days
1206,Online,WARE-XYS1001,7/19/2018,10/22/2018,11/15/2018,15,21,7,0.1,"4,460.19","6,371.70",24 days
1207,In-Store,WARE-PUJ1005,7/19/2018,10/22/2018,11/16/2018,10,307,8,0.075,736.2,897.8,25 days
1208,Online,WARE-MKL1006,7/19/2018,10/22/2018,11/18/2018,16,362,2,0.4,586.25,837.5,27 days
1209,Online,WARE-XYS1001,7/19/2018,10/22/2018,11/6/2018,13,8,3,0.075,626.45,737,15 days
1210,In-Store,WARE-UHY1004,7/19/2018,10/23/2018,11/7/2018,5,241,6,0.05,146.53,180.9,15 days
1211,In-Store,WARE-MKL1006,7/19/2018,10/23/2018,10/26/2018,5,351,4,0.05,"1,662.67","3,463.90",3 days
1212,In-Store,WARE-XYS1001,7/19/2018,10/23/2018,11/4/2018,7,45,4,0.075,85.02,180.9,12 days
1213,Online,WARE-NMK1003,7/19/2018,10/23/2018,11/3/2018,13,142,5,0.075,777.2,971.5,11 days
1214,Online,WARE-NMK1003,7/19/2018,10/24/2018,11/13/2018,16,181,8,0.05,"1,310.32","2,472.30",20 days
1215,In-Store,WARE-MKL1006,7/19/2018,10/24/2018,11/5/2018,2,331,5,0.05,"1,025.64","2,385.20",12 days
1216,Online,WARE-NBV1002,7/19/2018,10/24/2018,11/8/2018,16,63,6,0.15,150.35,227.8,15 days
1217,Distributor,WARE-PUJ1005,7/19/2018,10/24/2018,11/18/2018,20,303,4,0.05,"1,487.40","1,983.20",25 days
1218,In-Store,WARE-UHY1004,7/19/2018,10/24/2018,11/18/2018,10,240,3,0.05,"2,423.59","3,973.10",25 days
1219,In-Store,WARE-NBV1002,7/19/2018,10/24/2018,11/1/2018,5,82,7,0.2,"2,120.15","3,926.20",8 days
1220,Wholesale,WARE-XYS1001,7/19/2018,10/24/2018,11/16/2018,28,18,7,0.075,"2,001.96","2,412.00",23 days
1221,In-Store,WARE-MKL1006,7/19/2018,10/24/2018,11/15/2018,12,335,8,0.1,137.08,207.7,22 days
1222,In-Store,WARE-NMK1003,7/19/2018,10/24/2018,10/26/2018,10,181,6,0.075,"1,924.98","3,155.70",2 days
1223,In-Store,WARE-UHY1004,7/19/2018,10/25/2018,11/4/2018,5,247,5,0.2,475.97,991.6,10 days
1224,In-Store,WARE-XYS1001,7/19/2018,10/25/2018,11/20/2018,6,25,6,0.075,913.14,"1,185.90",26 days
1225,In-Store,WARE-XYS1001,7/19/2018,10/25/2018,10/29/2018,6,5,8,0.05,152.76,201,4 days
1226,Distributor,WARE-MKL1006,7/19/2018,10/25/2018,10/29/2018,23,351,8,0.1,834.55,"1,159.10",4 days
1227,In-Store,WARE-NBV1002,7/19/2018,10/25/2018,11/16/2018,8,78,5,0.3,"1,247.00","2,653.20",22 days
1228,Online,WARE-PUJ1005,7/19/2018,10/25/2018,10/31/2018,14,328,8,0.2,"1,691.15","3,932.90",6 days
1229,Distributor,WARE-NMK1003,7/19/2018,10/25/2018,11/20/2018,21,164,7,0.075,"2,010.00","2,680.00",26 days
1230,In-Store,WARE-NBV1002,7/19/2018,10/25/2018,11/7/2018,7,63,6,0.075,"1,836.60","2,385.20",13 days
1231,In-Store,WARE-NMK1003,7/19/2018,10/25/2018,11/18/2018,5,106,4,0.05,"1,559.76","1,949.70",24 days
1232,Online,WARE-PUJ1005,7/19/2018,10/25/2018,11/6/2018,18,276,8,0.05,489.77,"1,139.00",12 days
1233,In-Store,WARE-PUJ1005,7/19/2018,10/25/2018,11/21/2018,8,314,8,0.15,"1,561.44","2,646.50",27 days
1234,In-Store,WARE-NMK1003,7/19/2018,10/26/2018,11/15/2018,4,94,2,0.1,185.72,221.1,20 days
1235,In-Store,WARE-NMK1003,7/19/2018,10/26/2018,11/4/2018,10,128,4,0.1,574.06,"1,025.10",9 days
1236,Distributor,WARE-PUJ1005,7/19/2018,10/26/2018,11/7/2018,24,319,7,0.075,125.96,268,12 days
1237,Online,WARE-PUJ1005,7/19/2018,10/26/2018,10/28/2018,19,316,5,0.4,912,"1,098.80",2 days
1238,In-Store,WARE-NMK1003,7/19/2018,10/26/2018,11/6/2018,5,153,8,0.15,"1,538.86","2,653.20",11 days
1239,Distributor,WARE-UHY1004,7/19/2018,10/26/2018,11/15/2018,22,219,4,0.075,"1,297.92","2,237.80",20 days
1240,In-Store,WARE-NBV1002,7/19/2018,10/27/2018,11/20/2018,3,70,4,0.05,884.53,"1,922.90",24 days
1241,Online,WARE-MKL1006,7/19/2018,10/27/2018,11/15/2018,17,347,2,0.05,"4,304.08","5,380.10",19 days
1242,Online,WARE-NMK1003,7/19/2018,10/27/2018,11/10/2018,19,95,2,0.05,528.56,"1,078.70",14 days
1243,Online,WARE-XYS1001,7/19/2018,10/27/2018,10/30/2018,19,7,2,0.1,"1,294.64","2,271.30",3 days
1244,Online,WARE-NMK1003,7/19/2018,10/27/2018,11/12/2018,16,119,3,0.15,"2,846.43","5,473.90",16 days
1245,In-Store,WARE-UHY1004,7/19/2018,10/27/2018,11/21/2018,1,221,8,0.075,"1,541.67","2,371.80",25 days
1246,In-Store,WARE-NMK1003,7/19/2018,10/27/2018,11/4/2018,4,140,7,0.075,465.18,877.7,8 days
1247,Online,WARE-UHY1004,7/19/2018,10/27/2018,11/11/2018,15,236,6,0.2,759.78,"1,688.40",15 days
1248,Online,WARE-PUJ1005,7/19/2018,10/27/2018,11/9/2018,15,273,4,0.075,710.33,"1,246.20",13 days
1249,Distributor,WARE-PUJ1005,7/19/2018,10/28/2018,11/11/2018,22,262,6,0.1,121.94,187.6,14 days
1250,In-Store,WARE-NBV1002,7/19/2018,10/28/2018,11/13/2018,5,68,7,0.05,712.88,"1,018.40",16 days
1251,Online,WARE-XYS1001,7/19/2018,10/28/2018,11/20/2018,16,22,3,0.075,792.07,"1,721.90",23 days
1252,In-Store,WARE-NMK1003,7/19/2018,10/28/2018,11/21/2018,6,91,6,0.075,"1,541.00","3,082.00",24 days
1253,Distributor,WARE-NBV1002,7/19/2018,10/28/2018,11/13/2018,21,73,5,0.1,"1,346.70","2,010.00",16 days
1254,Online,WARE-MKL1006,7/19/2018,10/29/2018,11/26/2018,20,359,6,0.15,"3,314.89","3,946.30",28 days
1255,In-Store,WARE-NBV1002,7/19/2018,10/29/2018,11/10/2018,5,66,5,0.075,"1,132.23","2,633.10",12 days
1256,In-Store,WARE-UHY1004,7/19/2018,10/29/2018,11/13/2018,4,241,8,0.1,"1,389.31","2,894.40",15 days
1257,Distributor,WARE-MKL1006,7/19/2018,10/29/2018,11/7/2018,23,334,8,0.075,600.99,871,9 days
1258,In-Store,WARE-NMK1003,7/19/2018,10/29/2018,11/2/2018,6,100,2,0.05,548.26,"1,118.90",4 days
1259,Distributor,WARE-NMK1003,7/19/2018,10/29/2018,11/24/2018,25,95,4,0.15,"1,768.13","3,048.50",26 days
1260,Online,WARE-PUJ1005,7/19/2018,10/29/2018,11/3/2018,19,283,2,0.1,"1,539.86","3,276.30",5 days
1261,Online,WARE-PUJ1005,7/19/2018,10/29/2018,11/16/2018,13,279,4,0.2,520.86,"1,132.30",18 days
1262,Online,WARE-NMK1003,7/19/2018,10/29/2018,11/13/2018,14,143,5,0.075,762.19,964.8,15 days
